,Category,tweet,polarity,analysis
6761,ham,All will come alive.better correct any good looking figure there itself..,0.7,Positive
6762,ham,In that case I guess I'll see you at campus lodge,0.0,Neutral
6763,ham,We're done...,0.0,Neutral
6764,ham,Come to my home for one last time i wont do anything. Trust me.,0.0,Neutral
6765,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0.0,Neutral
6766,spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,0.5375,Positive
6767,ham,Ok... C ya...,0.5,Positive
6768,spam,You have 1 new voicemail. Please call 08719181503,0.13636363636363635,Positive
6769,ham,What he said is not the matter. My mind saying some other matter is there.,-0.125,Negative
6770,ham,He also knows about lunch menu only da. . I know,0.0,Neutral
6771,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",-0.45,Negative
6772,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0.0,Neutral
6773,ham,Otherwise had part time job na-tuition..,0.0,Neutral
6774,ham,I know she called me,0.0,Neutral
6775,ham,"Me also da, i feel yesterday night  wait til 2day night dear.",0.0,Neutral
6776,ham,Thanks for understanding. I've been trying to tell sura that.,0.2,Positive
6777,spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,0.55,Positive
6778,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0.225,Positive
6779,spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",0.5,Positive
6780,ham,I need you to be in my strong arms...,0.4333333333333333,Positive
6781,ham,Also maaaan are you missing out,-0.2,Negative
6782,ham,His bday real is in april .,0.2,Positive
6783,ham,Guessin you ain't gonna be here before 9?,0.0,Neutral
6784,ham,Ok then i will come to ur home after half an hour,0.16666666666666669,Positive
6785,ham,"Yo, the game almost over? Want to go to walmart soon",-0.4,Negative
6786,ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",-0.125,Negative
6787,ham,I'll text now! All creepy like so he won't think that we forgot,-0.5,Negative
6788,ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0.7,Positive
6789,spam,You have 1 new voicemail. Please call 08719181513.,0.13636363636363635,Positive
6790,ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",0.0,Neutral
6791,ham,K..k..i'm also fine:)when will you complete the course?,0.1,Positive
6792,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0.255,Positive
6793,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0.5,Positive
6794,ham,Prakesh is there know.,0.0,Neutral
6795,ham,Teach me apps da. When you come to college.,0.0,Neutral
6796,ham,Rofl betta invest in some  anti aging products,0.8,Positive
6797,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,0.24675324675324675,Positive
6798,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",-0.5,Negative
6799,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,0.13333333333333333,Positive
6800,ham,So ü'll be submitting da project tmr rite?,0.0,Neutral
6801,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,0.4,Positive
6802,ham,Jus ans me lar. U'll noe later.,0.0,Neutral
6803,ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,-0.008333333333333331,Negative
6804,ham,have got * few things to do. may be in * pub later.,-0.1,Negative
6805,ham,1's finish meeting call me.,0.0,Neutral
6806,ham,Lol ok. I'll snatch her purse too.,0.65,Positive
6807,ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,-0.1,Negative
6808,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0.25,Positive
6809,ham,How much are we getting?,0.2,Positive
6810,ham,Is ur paper in e morn or aft tmr?,0.0,Neutral
6811,ham,"Dear relieved of westonzoyland, all going to plan this end too!",0.0,Neutral
6812,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0.6454545454545455,Positive
6813,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0.0,Neutral
6814,ham,"I want to show you the world, princess :) how about europe?",0.5,Positive
6815,ham,Nobody can decide where to eat and dad wants Chinese,0.1,Positive
6816,ham,No shoot me. I'm in the docs waiting room. :/,-0.25,Negative
6817,ham,Now? I'm going out 4 dinner soon..,0.0,Neutral
6818,ham,Hello which the site to download songs its urgent pls,0.0,Neutral
6819,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",0.078125,Positive
6820,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,-1.0,Negative
6821,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",-0.5,Negative
6822,ham,"I call you later, don't have network. If urgnt, sms me.",0.0,Neutral
6823,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0.5900000000000001,Positive
6824,spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,0.0,Neutral
6825,ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,-0.18333333333333335,Negative
6826,ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,-0.2,Negative
6827,ham,What your plan for pongal?,0.0,Neutral
6828,ham,Just wait till end of march when el nino gets himself. Oh.,0.0,Neutral
6829,ham,"Not yet chikku..going to room nw, i'm in bus..",0.0,Neutral
6830,ham,Am also doing in cbe only. But have to pay.,0.0,Neutral
6831,ham,Honey boo I'm missing u.,-0.2,Negative
6832,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0.0,Neutral
6833,ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0.7,Positive
6834,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0.35486111111111107,Positive
6835,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",0.4166666666666667,Positive
6836,ham,Ok. No wahala. Just remember that a friend in need ...,0.0,Neutral
6837,ham,I will see in half an hour,-0.16666666666666666,Negative
6838,ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",-1.0,Negative
6839,ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",-0.5,Negative
6840,ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0.06746031746031746,Positive
6841,spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,0.0,Neutral
6842,ham,"Tee hee. Off to lecture, cheery bye bye.",0.7,Positive
6843,ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0.0,Neutral
6844,ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0.0,Neutral
6845,ham,Ok...,0.5,Positive
6846,spam,network operator. The service is free. For T & C's visit 80488.biz,0.4,Positive
6847,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0.5,Positive
6848,ham,Wot u up 2 u weirdo?,0.0,Neutral
6849,ham,Can do lor...,0.0,Neutral
6850,ham,Dont put your phone on silent mode ok,0.25,Positive
6851,ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,-0.2,Negative
6852,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0.1,Positive
6853,ham,Oh ho. Is this the first time u use these type of words,0.25,Positive
6854,ham,Am I the only one who doesn't stalk profiles?,0.0,Neutral
6855,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0.0046875,Positive
6856,ham,Yes i thought so. Thanks.,0.2,Positive
6857,ham,But if she.s drinkin i'm ok.,0.5,Positive
6858,ham,"Just wondering, the others just took off",0.0,Neutral
6859,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0.16428571428571428,Positive
6860,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0.0,Neutral
6861,ham,Happy new year to u too!,0.48522727272727273,Positive
6862,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0.0,Neutral
6863,ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,0.0,Neutral
6864,ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0.0,Neutral
6865,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0.08928571428571429,Positive
6866,ham,Happy birthday... May all ur dreams come true...,0.575,Positive
6867,ham,Aiyah u did ok already lar. E nydc at wheellock?,0.5,Positive
6868,ham,TELL HER I SAID EAT SHIT.,-0.2,Negative
6869,ham,Sure! I am driving but will reach my destination soon.,0.625,Positive
6870,ham,"K so am I, how much for an 8th? Fifty?",0.2,Positive
6871,ham,Your daily text from me – a favour this time,0.0,Neutral
6872,ham,Great to hear you are settling well. So what's happenin wit ola?,0.8,Positive
6873,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,-0.3333333333333333,Negative
6874,ham,I tot u reach liao. He said t-shirt.,0.0,Neutral
6875,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0.3,Positive
6876,ham,I cant pick the phone right now. Pls send a message,0.2857142857142857,Positive
6877,ham,Your right! I'll make the appointment right now.,0.3214285714285714,Positive
6878,ham,Designation is software developer and may be she get chennai:),0.5,Positive
6879,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,0.36136363636363633,Positive
6880,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",0.625,Positive
6881,ham,I jokin oni lar.. Ü busy then i wun disturb ü.,0.1,Positive
6882,ham,"Ok, be careful ! Don't text and drive !",0.171875,Positive
6883,ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0.5,Positive
6884,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0.2,Positive
6885,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0.10833333333333332,Positive
6886,ham,How abt making some of the pics bigger?,0.0,Neutral
6887,ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0.09166666666666667,Positive
6888,ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0.0225,Positive
6889,ham,Why nothing. Ok anyway give me treat,0.5,Positive
6890,spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",0.55625,Positive
6891,ham,Ok...,0.5,Positive
6892,ham,Correct. So how was work today,0.0,Neutral
6893,ham,"Just sent again. Do you scream and moan in bed, princess?",0.0,Neutral
6894,ham,"I wake up long ago already... Dunno, what other thing?",-0.0875,Negative
6895,ham,Oh just getting even with u.... u?,0.0,Neutral
6896,ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,0.2,Positive
6897,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0.0,Neutral
6898,ham,Yeah jay's sort of a fucking retard,-0.9,Negative
6899,ham,"Sorry, was in the bathroom, sup",-0.5,Negative
6900,spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,0.4375,Positive
6901,ham,My exam is for february 4. Wish you a great day.,0.8,Positive
6902,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0.0,Neutral
6903,ham,"Aight no rush, I'll ask jay",0.0,Neutral
6904,ham,Good Morning plz call me sir,0.7,Positive
6905,ham,It's ok lar. U sleep early too... Nite...,0.3,Positive
6906,ham,"Oh... Icic... K lor, den meet other day...",-0.125,Negative
6907,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0.12666666666666665,Positive
6908,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0.3333333333333333,Positive
6909,ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0.35,Positive
6910,ham,Then she buying today? Ü no need to c meh...,0.0,Neutral
6911,ham,Aight sorry I take ten years to shower. What's the plan?,-0.25,Negative
6912,ham,Every monday..nxt week vl be completing..,0.0,Neutral
6913,ham,Might ax well im there.,0.0,Neutral
6914,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0.5,Positive
6915,ham,Yeah I'll try to scrounge something up,0.0,Neutral
6916,ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0.05000000000000001,Positive
6917,ham,Were somewhere on Fredericksburg,0.0,Neutral
6918,ham,Que pases un buen tiempo or something like that,0.0,Neutral
6919,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0.04999999999999999,Positive
6920,ham,She doesnt need any test.,0.0,Neutral
6921,ham,"Nothing much, chillin at home. Any super bowl plan?",0.26666666666666666,Positive
6922,spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",0.5,Positive
6923,ham,Bugis oso near wat...,0.1,Positive
6924,ham,Yo theres no class tmrw right?,0.2857142857142857,Positive
6925,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0.038461538461538464,Positive
6926,ham,"Goodnight, sleep well da please take care pa. Please.",0.0,Neutral
6927,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0.0,Neutral
6928,ham,Convey my regards to him,0.0,Neutral
6929,ham,U ned to convince him tht its not possible witot hurting his feeling its the main,0.08333333333333333,Positive
6930,ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0.61875,Positive
6931,ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0.0,Neutral
6932,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",1.0,Positive
6933,ham,Yo dude guess who just got arrested the other day,-0.125,Negative
6934,ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0.0,Neutral
6935,ham,What does the dance river do?,0.0,Neutral
6936,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0.075,Positive
6937,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0.05,Positive
6938,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",0.19318181818181818,Positive
6939,ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,0.8,Positive
6940,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",0.04999999999999999,Positive
6941,ham,Alright. I'm out--have a good night!,0.875,Positive
6942,ham,Did you try making another butt.,0.0,Neutral
6943,ham,Hope you are feeling great. Pls fill me in. Abiola,0.8,Positive
6944,ham,I though we shd go out n have some fun so bar in town or something – sound ok?,0.39999999999999997,Positive
6945,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0.5,Positive
6946,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",0.4166666666666667,Positive
6947,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",0.08522727272727272,Positive
6948,ham,We're finally ready fyi,0.2,Positive
6949,ham,Auntie huai juan never pick up her phone,0.0,Neutral
6950,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0.25,Positive
6951,ham,"Ya tel, wats ur problem..",0.0,Neutral
6952,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0.5,Positive
6953,ham,i dnt wnt to tlk wid u,0.0,Neutral
6954,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",1.0,Positive
6955,ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0.0625,Positive
6956,ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0.0,Neutral
6957,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0.25,Positive
6958,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0.5,Positive
6959,ham,All e best 4 ur exam later.,0.5,Positive
6960,ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0.056249999999999994,Positive
6961,ham,Oh k.i think most of wi and nz players unsold.,0.5,Positive
6962,ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0.2,Positive
6963,ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0.16666666666666666,Positive
6964,ham,"Haha just kidding, papa needs drugs",0.2,Positive
6965,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0.2,Positive
6966,ham,Oh ok..,0.5,Positive
6967,ham,R we still meeting 4 dinner tonight?,0.0,Neutral
6968,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,0.4375,Positive
6969,ham,Shall i start from hear.,0.0,Neutral
6970,ham,Then we wait 4 u lor... No need 2 feel bad lar...,-0.6999999999999998,Negative
6971,ham,No did you check? I got his detailed message now,0.4,Positive
6972,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0.0,Neutral
6973,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",-0.1,Negative
6974,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0.2,Positive
6975,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0.0,Neutral
6976,ham,cool. We will have fun practicing making babies!,0.3625,Positive
6977,ham,Actually getting ready to leave the house.,0.1,Positive
6978,ham,K..k..any special today?,0.35714285714285715,Positive
6979,spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",0.4055555555555556,Positive
6980,ham,Then we gotta do it after that,0.0,Neutral
6981,ham,"I've got ten bucks, jay is being noncomittal",0.0,Neutral
6982,ham,Where at were hungry too,0.0,Neutral
6983,ham,Pls speak to that customer machan.,0.0,Neutral
6984,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0.2225,Positive
6985,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0.04629629629629631,Positive
6986,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,0.0,Neutral
6987,ham,So wats ur opinion abt him and how abt is character?,0.0,Neutral
6988,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak,-0.6,Negative
6989,ham,No..few hours before.went to hair cut .,0.0,Neutral
6990,ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,-0.16666666666666666,Negative
6991,ham,Lmao. Take a pic and send it to me.,0.6,Positive
6992,ham,Speak only when you feel your words are better than the silence... Gud mrng:-),0.3333333333333333,Positive
6993,ham,No. She's currently in scotland for that.,0.0,Neutral
6994,ham,Do you work all this week ?,0.0,Neutral
6995,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,0.4,Positive
6996,ham,Lol great now im getting hungry.,0.8,Positive
6997,ham,Yes.. now only saw your message..,0.0,Neutral
6998,ham,I'll be at mu in like  &lt;#&gt;  seconds,0.0,Neutral
6999,ham,Ok...,0.5,Positive
7000,ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0.7,Positive
7001,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0.00416666666666667,Positive
7002,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!,0.875,Positive
7003,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,-0.16666666666666666,Negative
7004,ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0.03333333333333336,Positive
7005,ham,Thanks for ve lovely wisheds. You rock,0.35,Positive
7006,ham,You intrepid duo you! Have a great time and see you both soon.,0.8,Positive
7007,ham,I asked sen to come chennai and search for job.,0.0,Neutral
7008,ham,Dad went out oredi...,0.0,Neutral
7009,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0.033333333333333326,Positive
7010,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,-0.09999999999999999,Negative
7011,ham,"Arms fine, how's Cardiff and uni?",0.4166666666666667,Positive
7012,ham,In fact when do you leave? I think addie goes back to school tues or wed,0.0,Neutral
7013,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0.49000000000000005,Positive
7014,ham,Ya:)going for restaurant..,0.0,Neutral
7015,ham,"Its ok., i just askd did u knw tht no?",0.5,Positive
7016,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,0.6000000000000001,Positive
7017,ham,Those ducking chinchillas,0.0,Neutral
7018,ham,I am in a marriage function,0.0,Neutral
7019,ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,-0.6,Negative
7020,ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,0.26785714285714285,Positive
7021,spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,0.0,Neutral
7022,ham,say thanks2.,0.0,Neutral
7023,ham,Msg me when rajini comes.,0.0,Neutral
7024,ham,Ya! when are ü taking ure practical lessons? I start in june..,0.0,Neutral
7025,ham,"That's good, because I need drugs",0.7,Positive
7026,ham,Stupid.its not possible,0.0,Neutral
7027,ham,Can ü all decide faster cos my sis going home liao..,0.0,Neutral
7028,spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,0.3,Positive
7029,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0.2,Positive
7030,spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,0.0,Neutral
7031,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0.6777777777777777,Positive
7032,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,0.5,Positive
7033,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0.0,Neutral
7034,ham,Kinda. First one gets in at twelve! Aah. Speak tomo,0.3125,Positive
7035,spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",0.0,Neutral
7036,ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,0.18333333333333332,Positive
7037,ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0.05925925925925924,Positive
7038,spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",0.0,Neutral
7039,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0.75,Positive
7040,ham,I wont touch you with out your permission.,0.0,Neutral
